gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,some high school,standard,none,0.45859818707956695,0.6723816730957254,0.7207895988697919
female,group B,some college,standard,none,-0.26812544714448133,-0.14905150798603176,-0.07002419583918786
male,group C,associate's degree,free/reduced,none,0.7228613267974027,-0.14905150798603176,-0.2677276445164328
male,group D,some high school,standard,none,0.19433504736173118,-0.21750427307617817,-0.46543109319367776
female,group D,associate's degree,free/reduced,none,-1.523375360804201,-0.6282208636170568,-0.6631345418709227
male,group D,associate's degree,standard,none,1.581716530880369,1.2200037938168968,1.1161964962242819
male,group C,some college,free/reduced,none,0.5246639720090258,0.5354761429154324,0.325382701515302
male,group C,some high school,standard,none,0.45859818707956695,-0.21750427307617817,-0.33362879407551443
female,group D,some college,free/reduced,none,-0.7305859416506939,0.12475955237455394,0.061778103278975434
female,group C,high school,standard,none,-0.06992809235610455,-0.012145977805738905,-0.07002419583918786
male,group D,associate's degree,standard,none,0.9210586815857794,-0.42286256834661745,-0.33362879407551443
female,group C,some high school,free/reduced,completed,-1.0609148662979886,-0.6282208636170568,-0.5313322427527594
female,group C,some college,free/reduced,completed,-0.20205966221502242,0.2616650825548468,0.19358040239713872
female,group B,bachelor's degree,free/reduced,none,0.7228613267974027,1.0830982636366038,1.2479987953424452
male,group C,some college,standard,none,0.45859818707956695,0.3301178476449932,-0.46543109319367776
male,group D,associate's degree,standard,completed,0.9871244665152384,0.19321231746470036,0.5889872997516286
female,group C,high school,free/reduced,none,-0.0038623074266456066,0.4670233778252861,-0.004123046280106211
male,group D,associate's degree,free/reduced,none,-0.9287832964390706,-0.833579158887496,-1.1903437383435758
female,group C,some college,standard,none,0.19433504736173118,0.603928908005579,0.523086150192547
female,group C,associate's degree,standard,completed,-0.06992809235610455,1.0146454985464575,1.0502953466652
female,group D,high school,standard,completed,0.19433504736173118,0.5354761429154324,0.6548884493107102
female,group B,some college,standard,completed,-1.0609148662979886,-0.35440980325647103,-0.1359253453982695
female,group E,some college,standard,completed,0.45859818707956695,0.603928908005579,0.523086150192547
female,group C,some high school,standard,completed,0.26040083229119015,0.8777399683661646,0.523086150192547
male,group D,associate's degree,free/reduced,none,0.9871244665152384,0.39857061273513966,0.6548884493107102
male,group D,some college,free/reduced,none,-0.20205966221502242,-0.5597680985269103,-0.5313322427527594
female,group D,high school,standard,none,0.062203477502813326,0.19321231746470036,0.3912838510743837
male,group B,high school,standard,none,-0.4002570170033992,-0.08059874289588533,-0.5313322427527594
male,group B,high school,standard,none,-0.26812544714448133,-0.9704846890677888,-0.9267391401072492
female,group C,some high school,free/reduced,completed,-2.4482963498166264,-1.997276165419985,-1.5857506356980657
male,group B,some college,standard,completed,-0.26812544714448133,-0.21750427307617817,-0.004123046280106211
female,group E,master's degree,standard,completed,1.8459796705982046,2.041436974898654,2.1047137396105065
male,group E,some college,standard,completed,1.2513876062330742,0.39857061273513966,-0.004123046280106211
male,group D,associate's degree,free/reduced,none,0.7228613267974027,0.603928908005579,0.325382701515302
male,group E,some college,free/reduced,none,1.7799138856687455,1.425362089087336,0.9843941971061185
female,group C,associate's degree,standard,none,-1.1269806512274474,-1.1073902192480818,-0.9926402896663309
female,group E,associate's degree,free/reduced,none,0.45859818707956695,0.4670233778252861,0.6548884493107102
female,group C,bachelor's degree,free/reduced,completed,-0.0038623074266456066,0.3301178476449932,0.8525918979879552
female,group D,associate's degree,standard,none,0.7228613267974027,0.5354761429154324,0.325382701515302
female,group C,some high school,standard,none,-1.1269806512274474,-0.42286256834661745,-0.794936840989086
female,group D,some college,free/reduced,none,0.8549928966563205,1.3569093239971897,1.1820976457833634
female,group C,associate's degree,standard,completed,0.5907297569384848,0.8777399683661646,1.44570224401969
female,group A,bachelor's degree,standard,none,-0.46632280193285813,0.19321231746470036,0.1276792528380571
female,group D,associate's degree,standard,completed,-0.598454371791776,0.603928908005579,0.7207895988697919
male,group C,high school,free/reduced,none,-0.0038623074266456066,-0.21750427307617817,-0.597233392311841
female,group E,bachelor's degree,standard,completed,0.8549928966563205,0.8092872032760182,0.9184930475470369
female,group B,some high school,standard,none,-0.598454371791776,-0.14905150798603176,0.25948155195622036
male,group A,bachelor's degree,standard,completed,1.383519176091992,1.0146454985464575,1.2479987953424452
female,group D,some college,standard,none,-0.20205966221502242,-0.35440980325647103,-0.07002419583918786
female,group B,some high school,free/reduced,completed,-0.46632280193285813,-0.42286256834661745,-0.2677276445164328
male,group A,bachelor's degree,free/reduced,none,-0.26812544714448133,0.19321231746470036,-0.20182649495735114
male,group D,high school,standard,none,-1.3251780060158243,-2.407992755960864,-2.112959832170719
male,group C,some college,standard,none,-0.0038623074266456066,-0.6966736287072032,-1.0585414392254127
male,group D,high school,standard,none,1.5156507459509099,1.2200037938168968,0.7207895988697919
female,group D,associate's degree,free/reduced,completed,-1.58944114573366,-0.5597680985269103,-0.6631345418709227
male,group C,some college,standard,completed,1.7799138856687455,1.0146454985464575,1.44570224401969
female,group E,some high school,standard,completed,0.9210586815857794,1.0830982636366038,1.1161964962242819
female,group D,some college,standard,none,2.1102428103160404,2.1098897399888004,2.0388125900514247
male,group D,master's degree,standard,none,0.9871244665152384,0.8092872032760182,1.0502953466652
female,group B,some high school,standard,completed,-0.4002570170033992,0.05630678728440752,0.3912838510743837
female,group B,associate's degree,free/reduced,completed,0.6567955418679438,1.6991731494479216,1.2479987953424452
male,group C,associate's degree,standard,completed,0.45859818707956695,0.603928908005579,0.25948155195622036
female,group C,associate's degree,standard,completed,1.9781112404571224,1.8360786796282145,2.0388125900514247
female,group C,high school,standard,none,0.6567955418679438,0.4670233778252861,0.3912838510743837
male,group E,associate's degree,free/reduced,completed,1.6477823158098277,0.2616650825548468,0.7866907484288735
female,group C,some college,free/reduced,none,-0.26812544714448133,0.19321231746470036,0.1276792528380571
male,group D,some high school,free/reduced,completed,-0.7305859416506939,-0.6966736287072032,-0.597233392311841
female,group B,some high school,free/reduced,completed,0.5246639720090258,1.425362089087336,1.3138999449015267
male,group C,high school,standard,none,-1.0609148662979886,-1.4496540446988138,-1.717552934816229
male,group B,some college,standard,none,-1.2591122210863654,-1.791917870149546,-1.7834540843753106
male,group E,some college,standard,completed,0.9871244665152384,0.3301178476449932,0.19358040239713872
female,group E,associate's degree,standard,completed,-0.06992809235610455,0.39857061273513966,0.5889872997516286
male,group E,some high school,standard,completed,0.12826926243227227,-1.2442957494283746,-0.7290356914300044
female,group D,high school,free/reduced,none,0.45859818707956695,1.5622676192676288,1.0502953466652
male,group C,some college,standard,none,-0.8627175115096117,-2.0657289305101316,-2.0470586826116373
female,group B,associate's degree,free/reduced,completed,0.12826926243227227,0.5354761429154324,0.7866907484288735
male,group A,some high school,free/reduced,none,-0.7305859416506939,-1.5865595748791066,-1.6516517852571473
male,group D,some high school,standard,none,-0.7305859416506939,-1.5181068097889603,-1.5857506356980657
female,group E,some college,free/reduced,none,-0.8627175115096117,-0.7651263937973496,-0.7290356914300044
male,group C,master's degree,standard,none,0.062203477502813326,-0.833579158887496,-0.597233392311841
male,group C,associate's degree,standard,none,1.7138481007392867,0.6723816730957254,1.0502953466652
female,group B,some college,free/reduced,completed,-0.8627175115096117,-0.21750427307617817,0.325382701515302
male,group D,associate's degree,standard,none,0.9871244665152384,0.12475955237455394,0.325382701515302
male,group C,high school,free/reduced,none,-0.33419123207394025,-0.6282208636170568,-0.8608379905481676
male,group D,bachelor's degree,standard,none,0.9210586815857794,0.2616650825548468,0.25948155195622036
female,group A,associate's degree,free/reduced,none,-1.9197700703809546,-0.833579158887496,-0.794936840989086
female,group C,high school,standard,none,0.9871244665152384,1.0146454985464575,0.9184930475470369
female,group C,associate's degree,standard,completed,-0.46632280193285813,0.2616650825548468,0.25948155195622036
male,group B,some college,free/reduced,none,-0.7305859416506939,-0.9704846890677888,-1.3880471870208209
male,group D,associate's degree,standard,none,0.392532402150108,0.6723816730957254,0.3912838510743837
male,group D,high school,standard,none,0.19433504736173118,0.39857061273513966,0.19358040239713872
male,group C,some college,standard,none,0.19433504736173118,-0.35440980325647103,-0.004123046280106211
female,group C,bachelor's degree,free/reduced,none,-1.0609148662979886,-0.6282208636170568,-0.597233392311841
male,group B,some college,standard,completed,1.383519176091992,1.0146454985464575,1.1820976457833634
male,group D,some high school,standard,completed,0.32646661722064907,-0.012145977805738905,-0.004123046280106211
male,group E,some college,standard,none,0.12826926243227227,0.19321231746470036,-0.20182649495735114
male,group C,master's degree,free/reduced,completed,0.8549928966563205,0.5354761429154324,0.45718500063346534
female,group C,some high school,standard,completed,0.7228613267974027,1.425362089087336,1.1161964962242819
female,group E,associate's degree,standard,none,1.1853218213036152,1.7676259145380682,1.5775045431378534
male,group D,some college,standard,none,-0.7305859416506939,-0.7651263937973496,-1.0585414392254127
male,group E,bachelor's degree,free/reduced,completed,0.26040083229119015,-0.08059874289588533,0.25948155195622036
female,group D,some college,free/reduced,completed,-0.9287832964390706,-0.6966736287072032,-0.20182649495735114
male,group B,some college,standard,completed,0.19433504736173118,0.5354761429154324,0.5889872997516286
female,group C,high school,free/reduced,none,-0.8627175115096117,0.19321231746470036,-0.2677276445164328
female,group D,some high school,standard,none,-1.1930464361569064,-0.7651263937973496,-0.9267391401072492
male,group D,some high school,standard,completed,0.7889271117268616,0.8092872032760182,1.1820976457833634
female,group B,high school,standard,none,-0.26812544714448133,-0.49131533343676387,-0.33362879407551443
male,group D,some college,standard,none,-0.4002570170033992,-0.42286256834661745,-0.597233392311841
female,group B,high school,standard,none,0.5246639720090258,0.19321231746470036,0.25948155195622036
female,group C,high school,standard,completed,-0.532388586862317,0.39857061273513966,0.5889872997516286
male,group B,high school,standard,completed,0.6567955418679438,-0.49131533343676387,-0.5313322427527594
female,group D,some high school,standard,none,0.12826926243227227,0.12475955237455394,0.45718500063346534
male,group A,some college,free/reduced,none,-0.532388586862317,-0.6282208636170568,-0.7290356914300044
male,group B,high school,standard,none,-0.9287832964390706,-1.4496540446988138,-1.2562448879026575
male,group D,bachelor's degree,standard,none,0.5907297569384848,0.2616650825548468,0.3912838510743837
female,group B,some high school,free/reduced,completed,-0.9287832964390706,-0.14905150798603176,0.25948155195622036
female,group C,bachelor's degree,free/reduced,none,-0.26812544714448133,0.603928908005579,0.7207895988697919
male,group B,some college,standard,none,-0.0038623074266456066,-0.2859570381663246,-0.5313322427527594
female,group B,some high school,free/reduced,none,-1.1269806512274474,-0.7651263937973496,-0.8608379905481676
female,group B,high school,standard,none,-0.0038623074266456066,0.19321231746470036,0.1276792528380571
female,group C,some college,free/reduced,none,-2.0519016402398726,-1.7234651050593994,-1.6516517852571473
female,group A,some college,standard,completed,0.392532402150108,0.6723816730957254,0.9184930475470369
male,group E,associate's degree,standard,completed,1.8459796705982046,1.0830982636366038,0.9184930475470369
female,group D,associate's degree,free/reduced,none,-1.3251780060158243,-0.9020319239776424,-0.7290356914300044
female,group B,master's degree,standard,none,0.7228613267974027,1.425362089087336,1.0502953466652
female,group B,high school,free/reduced,completed,0.6567955418679438,1.0830982636366038,0.9184930475470369
female,group C,associate's degree,standard,completed,-0.9287832964390706,-0.6966736287072032,-0.3995299436345961
male,group C,bachelor's degree,standard,completed,1.6477823158098277,0.8092872032760182,0.7207895988697919
female,group B,some high school,standard,completed,-2.2500989950282495,-1.2442957494283746,-1.5857506356980657
female,group E,some high school,free/reduced,none,0.392532402150108,0.6723816730957254,0.5889872997516286
female,group B,some college,standard,none,-3.1089541991112153,-2.134181695600278,-2.3765644304070457
male,group C,associate's degree,free/reduced,none,0.12826926243227227,-0.2859570381663246,-0.46543109319367776
female,group C,master's degree,free/reduced,none,-0.9287832964390706,-0.2859570381663246,-0.46543109319367776
female,group B,high school,standard,none,-1.1930464361569064,-0.49131533343676387,-0.5313322427527594
female,group D,some college,free/reduced,none,-0.4002570170033992,-0.21750427307617817,0.1276792528380571
male,group D,high school,free/reduced,none,-0.0038623074266456066,0.3301178476449932,0.061778103278975434
male,group E,some high school,standard,completed,1.5156507459509099,1.0146454985464575,0.5889872997516286
female,group B,high school,standard,none,-1.58944114573366,-1.175842984338228,-1.1244425887844942
female,group E,associate's degree,free/reduced,completed,-0.598454371791776,-0.08059874289588533,0.325382701515302
male,group D,high school,standard,none,0.26040083229119015,0.05630678728440752,0.1276792528380571
female,group E,associate's degree,free/reduced,none,0.26040083229119015,1.0146454985464575,0.8525918979879552
male,group E,some college,standard,none,0.19433504736173118,-0.6282208636170568,-0.9267391401072492
female,group C,associate's degree,standard,none,-0.9287832964390706,-0.9704846890677888,-0.7290356914300044
male,group C,some high school,standard,completed,0.062203477502813326,0.2616650825548468,-0.004123046280106211
male,group C,some high school,standard,completed,0.6567955418679438,0.7408344381858718,0.325382701515302
female,group E,associate's degree,standard,none,1.383519176091992,1.6991731494479216,1.7752079918150983
female,group B,some college,standard,none,1.0531902514446974,1.0830982636366038,1.2479987953424452
female,group C,some college,standard,none,0.45859818707956695,0.4670233778252861,0.6548884493107102
male,group A,some college,free/reduced,none,0.5907297569384848,0.8092872032760182,0.3912838510743837
female,group D,some college,free/reduced,none,-0.13599387728556347,0.3301178476449932,0.45718500063346534
female,group E,high school,free/reduced,none,-1.655506930663119,-1.6550123399692531,-1.8493552339343924
male,group C,high school,standard,none,1.581716530880369,0.39857061273513966,0.061778103278975434
male,group B,bachelor's degree,standard,none,-0.46632280193285813,-1.0389374541579353,-1.1244425887844942
male,group A,some high school,standard,none,-0.9948490813685296,-2.613351051231303,-2.112959832170719
male,group A,high school,free/reduced,none,-1.3912437909452833,-1.5181068097889603,-1.2562448879026575
female,group C,master's degree,standard,completed,-0.7966517265801528,-0.35440980325647103,-0.07002419583918786
male,group E,some high school,standard,completed,1.383519176091992,1.0146454985464575,0.523086150192547
female,group C,high school,standard,none,0.392532402150108,0.7408344381858718,0.9843941971061185
male,group B,some high school,standard,completed,1.8459796705982046,1.1515510287267503,1.2479987953424452
female,group A,bachelor's degree,standard,none,-1.3912437909452833,-0.6966736287072032,-0.2677276445164328
male,group D,bachelor's degree,free/reduced,completed,-0.33419123207394025,0.05630678728440752,0.523086150192547
female,group B,high school,free/reduced,none,-0.4002570170033992,0.19321231746470036,-0.004123046280106211
female,group C,some high school,standard,none,0.7228613267974027,1.4938148541774825,1.3138999449015267
female,group A,some high school,standard,completed,1.2513876062330742,1.425362089087336,1.5775045431378534
female,group D,bachelor's degree,free/reduced,none,0.7889271117268616,1.425362089087336,1.643405692696935
male,group E,some college,free/reduced,completed,-1.1269806512274474,-1.175842984338228,-1.1244425887844942
female,group B,high school,free/reduced,none,0.32646661722064907,1.2200037938168968,0.9184930475470369
female,group C,some high school,free/reduced,none,-1.1930464361569064,-0.7651263937973496,-1.0585414392254127
male,group C,high school,standard,none,-0.26812544714448133,-0.14905150798603176,-0.6631345418709227
female,group C,associate's degree,free/reduced,completed,-0.664520156721235,-0.08059874289588533,0.1276792528380571
female,group C,some high school,standard,none,-0.06992809235610455,-0.012145977805738905,0.523086150192547
female,group D,some high school,free/reduced,completed,0.19433504736173118,1.1515510287267503,0.8525918979879552
male,group B,some high school,standard,none,0.12826926243227227,-1.0389374541579353,-0.9926402896663309
female,group A,some college,free/reduced,none,-0.33419123207394025,-0.6282208636170568,-0.7290356914300044
female,group C,bachelor's degree,free/reduced,completed,0.5246639720090258,1.1515510287267503,1.3798010944606083
male,group A,bachelor's degree,standard,none,-0.13599387728556347,-0.6282208636170568,-0.6631345418709227
female,group B,high school,standard,completed,0.7228613267974027,0.8777399683661646,1.3798010944606083
male,group B,some college,standard,none,-0.532388586862317,-1.312748514518521,-1.5198494861389842
female,group C,high school,standard,completed,-0.4002570170033992,-0.35440980325647103,0.3912838510743837
male,group E,high school,standard,none,0.45859818707956695,-0.35440980325647103,-0.7290356914300044
female,group A,high school,standard,completed,0.5907297569384848,0.8777399683661646,0.7207895988697919
male,group B,associate's degree,free/reduced,completed,-0.532388586862317,-0.833579158887496,-0.9926402896663309
female,group C,associate's degree,standard,none,-0.0038623074266456066,0.5354761429154324,0.325382701515302
female,group D,high school,free/reduced,none,-1.7876385005220368,-1.175842984338228,-1.4539483365799024
male,group C,some high school,standard,none,-0.13599387728556347,-0.7651263937973496,-1.1244425887844942
female,group B,high school,free/reduced,completed,-2.8446910593933796,-1.7234651050593994,-2.112959832170719
male,group B,some college,free/reduced,completed,0.5246639720090258,0.5354761429154324,0.523086150192547
female,group D,some high school,free/reduced,completed,-1.721572715592578,-0.2859570381663246,-0.2677276445164328
male,group E,master's degree,standard,none,1.581716530880369,1.0830982636366038,1.0502953466652
male,group C,master's degree,standard,completed,1.6477823158098277,1.0830982636366038,1.1161964962242819
male,group D,high school,standard,none,-0.13599387728556347,-1.0389374541579353,-1.1903437383435758
female,group C,high school,standard,none,-0.46632280193285813,0.19321231746470036,-0.004123046280106211
male,group D,associate's degree,standard,none,0.9210586815857794,0.39857061273513966,0.061778103278975434
male,group C,master's degree,standard,none,0.32646661722064907,-0.14905150798603176,-0.07002419583918786
female,group A,high school,standard,none,-0.33419123207394025,-0.08059874289588533,-0.33362879407551443
female,group E,some college,standard,none,1.383519176091992,1.0830982636366038,1.643405692696935
male,group E,some high school,standard,none,1.0531902514446974,-0.14905150798603176,-0.46543109319367776
male,group C,some high school,standard,none,-0.26812544714448133,-0.35440980325647103,-0.8608379905481676
female,group B,bachelor's degree,standard,none,2.044177025386581,1.904531444718361,1.8411091413741798
male,group B,some college,free/reduced,none,0.5907297569384848,-0.08059874289588533,-0.20182649495735114
female,group C,bachelor's degree,standard,none,-0.06992809235610455,0.6723816730957254,0.8525918979879552
male,group B,high school,standard,completed,-0.9287832964390706,-1.3812012796086675,-1.4539483365799024
male,group C,associate's degree,free/reduced,none,1.383519176091992,0.2616650825548468,0.25948155195622036
female,group C,associate's degree,standard,none,-0.8627175115096117,-0.49131533343676387,-0.9926402896663309
female,group E,master's degree,free/reduced,none,0.9871244665152384,1.1515510287267503,1.2479987953424452
male,group D,bachelor's degree,free/reduced,completed,-1.7876385005220368,-1.8603706352396923,-1.9811575330525557
female,group C,some college,standard,completed,0.32646661722064907,0.12475955237455394,0.7866907484288735
male,group C,associate's degree,standard,none,2.044177025386581,1.6307203843577753,1.5116033935787716
male,group D,some college,standard,completed,1.0531902514446974,0.8777399683661646,1.3138999449015267
male,group C,high school,free/reduced,none,-0.46632280193285813,-1.1073902192480818,-1.0585414392254127
male,group B,associate's degree,standard,none,-0.33419123207394025,-1.8603706352396923,-1.7834540843753106
male,group E,associate's degree,free/reduced,completed,0.7889271117268616,0.3301178476449932,0.25948155195622036
male,group C,associate's degree,free/reduced,none,-1.1269806512274474,-1.2442957494283746,-1.1244425887844942
male,group B,high school,standard,none,-0.46632280193285813,-0.7651263937973496,-1.3880471870208209
female,group C,some college,standard,completed,0.26040083229119015,0.19321231746470036,0.523086150192547
male,group B,associate's degree,standard,completed,1.0531902514446974,1.0146454985464575,0.6548884493107102
male,group E,associate's degree,free/reduced,none,1.581716530880369,1.425362089087336,0.9184930475470369
female,group C,bachelor's degree,free/reduced,none,-1.523375360804201,-0.49131533343676387,-0.46543109319367776
male,group C,some college,free/reduced,none,0.9210586815857794,-0.35440980325647103,-0.1359253453982695
male,group D,some college,standard,none,0.9871244665152384,0.8777399683661646,1.0502953466652
male,group C,some high school,standard,none,-0.598454371791776,-0.5597680985269103,-0.9267391401072492
female,group D,some high school,standard,none,-0.46632280193285813,0.19321231746470036,0.7866907484288735
female,group D,associate's degree,standard,none,-0.13599387728556347,0.4670233778252861,0.3912838510743837
male,group C,bachelor's degree,standard,completed,-0.20205966221502242,-0.35440980325647103,-0.1359253453982695
female,group E,bachelor's degree,standard,completed,0.32646661722064907,0.05630678728440752,0.1276792528380571
female,group B,high school,free/reduced,none,-0.13599387728556347,0.2616650825548468,0.19358040239713872
male,group D,bachelor's degree,free/reduced,none,-0.7305859416506939,-1.5865595748791066,-1.5857506356980657
female,group E,associate's degree,standard,none,-0.9948490813685296,-1.2442957494283746,-0.9267391401072492
female,group C,associate's degree,standard,completed,-0.26812544714448133,0.4670233778252861,0.7866907484288735
female,group E,associate's degree,standard,completed,1.7799138856687455,2.1098897399888004,1.7752079918150983
male,group C,high school,free/reduced,none,-0.7966517265801528,0.19321231746470036,-0.597233392311841
female,group D,some college,free/reduced,none,0.19433504736173118,-0.2859570381663246,0.3912838510743837
male,group D,high school,free/reduced,none,-1.457309575874742,-1.2442957494283746,-1.322146037461739
female,group E,some college,standard,completed,1.317453391162533,1.0830982636366038,1.5116033935787716
female,group E,associate's degree,standard,none,1.2513876062330742,1.5622676192676288,1.1161964962242819
female,group A,master's degree,free/reduced,none,-1.0609148662979886,-0.14905150798603176,0.325382701515302
male,group D,some high school,standard,completed,1.4495849610214508,0.3301178476449932,0.45718500063346534
female,group E,associate's degree,standard,none,-0.46632280193285813,-0.49131533343676387,0.061778103278975434
female,group E,some high school,free/reduced,none,-2.2500989950282495,-2.407992755960864,-1.9811575330525557
male,group B,high school,free/reduced,none,-1.9858358553104136,-2.750256581411596,-2.7060701782024537
female,group B,some high school,free/reduced,completed,-0.20205966221502242,0.603928908005579,0.7207895988697919
male,group D,associate's degree,standard,completed,0.062203477502813326,-1.0389374541579353,-0.33362879407551443
female,group D,some high school,standard,completed,-0.06992809235610455,0.603928908005579,0.9184930475470369
male,group D,master's degree,standard,none,1.2513876062330742,1.0146454985464575,1.3798010944606083
female,group C,master's degree,standard,none,0.45859818707956695,0.603928908005579,0.3912838510743837
female,group A,high school,free/reduced,completed,-2.1179674251693315,-1.4496540446988138,-1.7834540843753106
female,group D,bachelor's degree,free/reduced,completed,1.7799138856687455,2.1098897399888004,2.1047137396105065
female,group D,some high school,free/reduced,none,0.062203477502813326,1.0146454985464575,1.0502953466652
male,group D,some college,standard,none,1.4495849610214508,0.5354761429154324,0.5889872997516286
male,group B,high school,standard,none,-0.598454371791776,-1.4496540446988138,-1.1244425887844942
female,group D,some college,standard,completed,0.8549928966563205,1.0146454985464575,1.5116033935787716
female,group C,bachelor's degree,free/reduced,none,0.062203477502813326,0.39857061273513966,0.25948155195622036
male,group E,bachelor's degree,standard,completed,0.26040083229119015,-0.35440980325647103,0.1276792528380571
male,group D,bachelor's degree,free/reduced,none,-1.0609148662979886,-1.8603706352396923,-1.322146037461739
female,group A,some college,standard,none,0.19433504736173118,1.0146454985464575,0.9184930475470369
female,group C,bachelor's degree,standard,completed,-0.9287832964390706,-0.5597680985269103,-0.1359253453982695
female,group C,bachelor's degree,free/reduced,completed,-1.2591122210863654,-0.49131533343676387,-0.1359253453982695
female,group B,associate's degree,free/reduced,none,-1.3251780060158243,-0.5597680985269103,-0.8608379905481676
female,group E,some college,standard,none,0.12826926243227227,0.05630678728440752,-0.1359253453982695
male,group E,bachelor's degree,standard,completed,2.242374380174958,2.1098897399888004,2.1047137396105065
female,group C,high school,standard,none,-1.457309575874742,-0.5597680985269103,-1.0585414392254127
female,group C,associate's degree,standard,completed,-0.598454371791776,0.5354761429154324,0.7866907484288735
male,group B,some college,standard,completed,1.6477823158098277,1.8360786796282145,1.5116033935787716
male,group D,high school,free/reduced,none,0.19433504736173118,0.05630678728440752,-0.07002419583918786
female,group C,high school,free/reduced,none,-2.0519016402398726,-1.1073902192480818,-1.4539483365799024
male,group D,high school,standard,none,0.392532402150108,-0.21750427307617817,-0.1359253453982695
female,group B,associate's degree,free/reduced,none,-0.7966517265801528,-0.2859570381663246,-0.20182649495735114
male,group D,high school,free/reduced,none,0.5246639720090258,0.05630678728440752,0.061778103278975434
male,group E,some high school,standard,completed,0.5246639720090258,-0.35440980325647103,-0.5313322427527594
male,group E,associate's degree,free/reduced,none,-0.13599387728556347,-0.9020319239776424,-1.0585414392254127
female,group D,high school,free/reduced,completed,-0.06992809235610455,-0.5597680985269103,0.19358040239713872
male,group E,associate's degree,free/reduced,completed,-1.3251780060158243,-1.791917870149546,-1.5857506356980657
female,group C,some high school,free/reduced,none,-1.1930464361569064,-0.9020319239776424,-1.1244425887844942
male,group C,some college,free/reduced,completed,0.062203477502813326,0.3301178476449932,0.1276792528380571
male,group D,some college,free/reduced,none,-0.26812544714448133,-0.833579158887496,-0.3995299436345961
male,group D,associate's degree,free/reduced,completed,-0.33419123207394025,0.12475955237455394,0.325382701515302
male,group C,bachelor's degree,free/reduced,completed,0.26040083229119015,0.39857061273513966,0.3912838510743837
male,group C,associate's degree,standard,completed,2.1102428103160404,1.2200037938168968,1.44570224401969
male,group D,some college,free/reduced,none,0.26040083229119015,-0.42286256834661745,-0.6631345418709227
male,group A,associate's degree,standard,none,0.062203477502813326,-0.833579158887496,-0.9926402896663309
female,group E,high school,free/reduced,none,-0.598454371791776,-0.7651263937973496,-0.7290356914300044
male,group D,some college,standard,completed,1.2513876062330742,0.8092872032760182,1.1161964962242819
male,group D,some high school,standard,completed,0.7228613267974027,-0.08059874289588533,0.061778103278975434
male,group C,master's degree,free/reduced,completed,0.392532402150108,-0.21750427307617817,0.25948155195622036
female,group D,master's degree,standard,none,0.7889271117268616,1.4938148541774825,1.8411091413741798
male,group C,high school,standard,none,0.9871244665152384,-0.21750427307617817,-0.2677276445164328
male,group A,some high school,free/reduced,completed,-0.33419123207394025,-0.49131533343676387,-0.46543109319367776
female,group B,high school,standard,none,-0.532388586862317,-0.08059874289588533,-0.46543109319367776
female,group C,associate's degree,standard,none,-0.7966517265801528,-0.5597680985269103,-0.6631345418709227
male,group B,high school,standard,none,1.0531902514446974,0.8777399683661646,0.7866907484288735
female,group D,some college,free/reduced,none,-1.1269806512274474,-0.7651263937973496,-0.5313322427527594
male,group B,some high school,free/reduced,completed,-1.1269806512274474,-1.312748514518521,-1.0585414392254127
female,group E,high school,free/reduced,completed,-0.598454371791776,0.39857061273513966,0.325382701515302
male,group E,high school,standard,none,1.8459796705982046,0.2616650825548468,0.19358040239713872
female,group D,some college,standard,completed,0.5907297569384848,0.5354761429154324,0.9843941971061185
female,group E,some high school,free/reduced,none,0.5246639720090258,0.3301178476449932,0.25948155195622036
male,group C,high school,standard,completed,-0.532388586862317,-1.175842984338228,-0.9267391401072492
female,group C,some college,standard,none,-0.26812544714448133,-0.012145977805738905,0.061778103278975434
male,group E,associate's degree,standard,none,0.392532402150108,-0.833579158887496,-0.3995299436345961
male,group C,some college,standard,none,1.1853218213036152,1.2200037938168968,0.8525918979879552
female,group D,master's degree,standard,none,1.7138481007392867,2.1098897399888004,2.1047137396105065
female,group D,high school,standard,none,-1.3912437909452833,-0.42286256834661745,-0.597233392311841
male,group C,high school,standard,none,0.5907297569384848,0.8092872032760182,0.19358040239713872
female,group A,some college,standard,none,-0.664520156721235,-0.7651263937973496,-0.2677276445164328
female,group D,some high school,free/reduced,none,-1.1930464361569064,-1.0389374541579353,-0.9926402896663309
female,group E,associate's degree,standard,none,2.242374380174958,2.1098897399888004,2.1047137396105065
female,group C,some high school,free/reduced,completed,-0.06992809235610455,0.4670233778252861,0.45718500063346534
male,group D,some college,standard,none,0.392532402150108,-0.833579158887496,-0.6631345418709227
female,group D,some college,standard,none,-0.26812544714448133,0.05630678728440752,0.25948155195622036
male,group A,some high school,standard,completed,-0.0038623074266456066,-0.08059874289588533,-0.2677276445164328
male,group C,some college,standard,none,-0.20205966221502242,-0.42286256834661745,-0.5313322427527594
female,group E,associate's degree,standard,none,0.12826926243227227,0.4670233778252861,-0.07002419583918786
female,group B,bachelor's degree,standard,none,0.5907297569384848,1.0146454985464575,0.7866907484288735
female,group D,bachelor's degree,standard,none,1.5156507459509099,2.1098897399888004,2.1047137396105065
male,group C,some high school,standard,completed,0.7889271117268616,0.19321231746470036,0.061778103278975434
female,group A,high school,free/reduced,completed,-0.8627175115096117,-1.312748514518521,-0.5313322427527594
female,group D,some college,free/reduced,none,-1.1269806512274474,-0.2859570381663246,-0.46543109319367776
